～えき,өртөө,Мэгуро өртөөнөөс алхаад ойролцоогоор 3 минут болно.,... station,めぐろ駅から あるいて ３ぷんぐらいです,It's about 3 minutes walk from Meguro station.
おばあさん,эмээ,Эмээ чинь хэдэн настай вэ?,grandmother,おばあさんは なんさいですか,How old is your grandmother?
おべんとう,хоол,Би өдрийн хоол хийнэ.,lunch box,おべんとうを つくります,I will make a lunch box.
おぼえます,"санах , цээжлэх",Аппликейшнээр шинэ үг цээжилнэ.,memorize,アプリで あたらしい ことばを おぼえます,Learn new words in the app.
おみせ,дэлгүүр,Эки доторх дэлгүүрээс худалдаж авсан.,shop = みせ。,えきの なかの お店で かいました,I bought it at a shop inside the station.
おもい,хүнд,Энэ зөөврийн компьютер хүнд юм.,heavy [i-adj.],このノートパソコンはおもいです,This laptop is heavy.
おもしろい,сонирхолтой,Сонирхолтой кино үзсэн.,"fun, funny, interesting [i-adj.]",おもしろいえいがをみました,I watched an interesting movie.
およぎます,сэлэх,7 хоног бүр 500 метр сэлдэг.,swim,まいしゅうまつ 500メートル およぎます,I swim 500 meters every weekend.
おります,буух,Дараагийн буудал дээр метроноос бууна.,get off,つぎの えきで でんしゃを おります,Get off the train at the next station.
おわります,дуусах,Уулзалт 3 цагт дуусна.,"end, finish",かいぎは 3じに おわります,The meeting ends at 3 o'clock.
おんがく,хөгжим,Хөгжимд маш их дуртай.,music,おんがくが だいすきです,I love music.
おんな,эмэгтэй,Манай оффис дээр 6 эмэгтэй хүн байдаг.,female,わたしのオフィスには女のひとが 6にん います,There are 6 women in my office.
おんなのこ,эмэгтэй хүүхэд,Эмэгтэй хүүхэд 3 байна,girl,女の子が 3にん います,There are 3 girls.
か,гал,3 сарын 15-ны өдөр Мягмар гараг.,Tuesday = かようび。,3がつ15にち（火） March 15th (Tuesday),
がいこく,гадаад,Гадаад явмаар байна.,foreign country,外国に いきたいです,I want to go abroad.
がいこくじん,гадаад хүн,Манай компанид гадаад хүн олон байдаг.,foreigner,うちの かいしゃには外国人が おおぜい います,There are many foreigners in my company.
かいしゃ,компани,Манай компани хүртэл ойролцоогоор 40 минут.,company,うちから 会社まで 40ぷんぐらいです,It's about 40 from our house to the company.
かいだん,шат,Шатаар явцгаая.,stairs,かいだんで いきましょう,Let's go up the stairs.
かいとうようし,хариултын хуудас,Энэ бол тестийн хариултын хуудас.,answer sheet,これは テストの かいとうようしです,This is the test answer sheet.
かいます,худалдаж авах,Амттай талх худалдаж авсан,buy,おいしい パンを 買いました,I bought some delicious bread.
かいもの,худалдан авах,Машинаар дэлгүүр явсан.,shopping,くるまで 買いものに いきます,I'm going shopping by car.
かえします,буцаах,Номын сангаас ном зээлсэн.,return (object),としょかんに ほんを かえします,Return the book to the library.
かえります,"буцах, харих",Таксигаар гэртээ харина.,"return, go back",タクシーで うちに かえります,I'll take a taxi home.
かお,нүүр,Тэр хүний царайг санаж байна уу?,face,あのひとの かおを おぼえていますか,Do you remember that person's face?
かかります,зарцуулах,Эки хүртэл алхахад 10 минут зарцуулна.,"take (time, money)",えきまで あるいて 10ぷん かかります,It takes 10 minutes on foot to the station.
かぎ,түлхүүр,Гэртээ машиныхаа түлхүүрийг мартсан.,key,うちに くるまの かぎを わすれました,I forgot my car key at home.
かきます,бичих,Гэр хүртэлх газрын 6-ийг зурцгаая.,write,えきまでの ちずを 書きましょうか,Shall I write a map to the station?
がくせい,оюутан,Эмэгтэй дүү маань одоохондоо оюутан.,student,いもうとは まだ 学生です,My sister is still a student.
かけます,зүүх /өмсөх/,Би нүдний шил зүүдэг.,wear,めがねを かけます,I wear glasses.
かけます,залгах /утсаар/,Дараа компани руу залгая.,call,あとで かいしゃに でんわを かけます,I'll call the company later.
かさ,шүхэр,Шүхэр байгаа юу?,umbrella,かさが ありますか,Do you have an umbrella?
かします,зээлэх,Үзгээ хэрэглүүлээч/зээлээч.,lend,ペンを かしてください,Please lend a pen.
かぜ,салхи,Өнөөдөр их салхитай байна.,wind,きょうは とても かぜが つよいです,It's very windy today.
かぜ,ханиад,Ханиад хүрсэн.,cold,かぜを ひきました,I caught a cold.
かぞく,гэр бүл,Миний гэр бүл ч бас токиод амьдардаг.,family,わたしの かぞくも とうきょうに すんでいます,My family also lives in Tokyo.
かた,хүн,Ажлынхаа хүнтэй ярилцсан.,person (respect),かいしゃのかたと はなしました,I talked to a person from the company.
カタカナ,катакана,Катакана ана бол хэцүү биш.,katakana,カタカナは むずかしくないです,Katakana is not difficult.
がっこう,сургууль,Алхаад сургууль руугаа явна.,school,あるいて 学校に いきます,I will walk to school.
かど,өнцөг,Дараачийн булангаар баруун эргэнэ.,corner,つぎの かどを みぎに まがります,Turn right at the next corner.
かない,,Манай эхнэр одоо гэртээ байгаа.,(my) wife,かないは いま うちに います,My wife is at home now.
かばん,цүнх,Цүнхэн дотор РС байгаа.,bag,かばんの なかに PCが あります,There is a PC in the bag.
かびん,ваар,Ширээн дээр цэцгийн ваар байна.,vase,テーブルの うえに かびんが あります,There is a vase on the table.
かぶります,"углах, өмсөх /малгай/",Малгайгаа өмсөнө.,put on,ぼうしを かぶります,Put on a hat.
かみ,цаас,Цаас 1 ширхгийг өгөөч,paper,紙を 1まい ください,Please give me a piece of paper.
カメラ,камер,Шинэ камер худалдаж авсан.,camera,あたらしい カメラを かいたいです,I want to buy a new camera.
かようび,Мягмар гараг,Өнөөдөр бол мягмар гараг.,Tuesday,きょうは 火よう日です, Today is Tuesday.
からい,халуун ногоотой,Халуун ногоотой идэх юм зүгээр үү?,"hot, spicy [i-adj.]",からい たべものは だいじょうぶですか,Is spicy food okay?
からだ,бие,Спорт бол бид сайн.,body,スポーツは からだに いいです,Sports are good for you.
かります,зээлж авах,Найзаасаа шүхэр зээлсэн.,borrow,ともだちに かさを かりました,I borrowed an umbrella from my friend.
かるい,хөнгөн,Энэ цүнх хөнгөн байна.,"light, not heavy [i-adj.]",このバッグは かるいです,This bag is light.
カレンダー,календар,Энэ бол өнгөрсөн жилийн календарь.,calendar,これは きょねんの カレンダーです,This is last year's calendar.
かわ,гол,Том гол байна.,river,おおきい川が あります,There is a big river.
かわいい,хөөрхөн,Хүүхэд бол хөөрхөн.,"pretty, sweet, cute [i-adj.]",こどもは かわいいです,Children are cute.
かんがえます,бодох,Сайхан санаа бодсон.,"consider, think",いいアイデアを かんがえました,I came up with a good idea.
かんじ,ханк,Ханзны хичээл хийж байна.,kanji,かんじの べんきょうを しています,I'm studying kanji.
かんたん,амархан,Энэ асуулт амархан.,easy [na-adj.],このもんだいは かんたんです,This question is easy.
き,мод,Цэцэрлэгт том мод байна.,tree,にわに おおきい 木が あります,There is a big tree in the garden.
きいろい,шар өнгө,Шар өнгийн тодруулагчаар шалгана.,yellow [i-adj.],きいろい マーカーで チェックします,Check with the yellow marker.
きえます,тасрах,Тог тасарсан.,"go out, go off",でんきが きえました,The electricity has gone out.
ききます,сонсох,Чихэвчээр хөгжим сонсдог.,"ask, hear, listen",イヤホンで おんがくを 聞きます,Listen to music with earphones.
きた,хойд,Хойд зүг аль вэ?,north,北は どちらですか,Which direction is north?
ギター,гитар,Гитарын дасгал хийж байна.,guitar,ギターの れんしゅうを しています,I'm practicing the guitar.
きたない,бохир,Энэ барилгын ариун цэврийн өрөө бохир байна.,dirty [i-adj.],このビルの トイレは きたないです,The toilet in this building is dirty.
きっさてん,кофе шоп,Өртөөний урд хуучин кофе шоп байгаа.,coffee shop,えきのまえに ふるい きっさてんが あります,There is an old coffee shop in front of the station.
きって,"тамга, марк",Шуудангаас марк худалдаж авсан.,stamp,ゆうびんきょくで きってを かいました,I bought a stamp at the post office.
きっぷ,тасалбар,Энэ бол хурдан галт тэрэгний тасалбар.,ticket,これは しんかんせんの きっぷです,This is a Shinkansen ticket.
きのう,өчигдөр,Өчигдөр япон хэлний хичээл их хийсэн.,yesterday,きのう たくさん にほんごの べんきょうをしました,I studied a lot of Japanese yesterday.
きます,ирэх,Дараа 7 хоногт эцэг эх маань токиод ирнэ.,come,らいしゅう りょうしんが とうきょうに 来ます,"Next week, my parents will come to Tokyo."
きます,өмсөх,Хүйтэн байгаа болохоор хоолойтой цамцаа өмснө.,"put on, wear",さむいですから、セーターをきます,"It's cold, so I'll wear a sweater."
きゅう,ес,9 ширхэг ном түр авсан.,nine,ほんを 九さつ かりました,I borrowed nine books.
ぎゅうにく,үхрийн мах,Японд үхрийн мах бол үнэтэй.,beef,にほんで ぎゅうにくは たかいです,Beef is expensive in Japan.
ぎゅうにゅう,сүү,Өглөө бүр сүү ууна.,milk,まいあさ ぎゅうにゅうを のみます,I drink milk every morning.
きょう,өнөөдөр,Өнөөдөр цаг агаар сайхан байна шүү.,today,今日は いい てんきですね,"It's nice weather today, isn't it?"
きょうしつ,анги,,classroom,せんせいは きょうしつに います,The teacher is in the classroom.
きょうだい,ах дүүс,,brothers and sisters; siblings,きょうだいが いますか,Do you have any siblings?
きょうと,Киото /хотын нэр/,,Kyoto [name of city],おととし きょうとに いきました,I went to Kyoto two years ago.
きょねん,өнгөрсөн эил,,last year,きょねん にほんごの べんきょうをはじめました,"Last year, I started studying Japanese."
きらい,дургүй,,"hateful, unpleasant, not likable [na-adj.]",なっとうが きらいです,I hate natto.
きります,хайчлах,,cut,やさいを きります, Cut the vegetables.
きれい,"үзэсгэлэнтэй, гоё",,"beautiful, clean [na-adj.]",このへやは きれいです,This room is clean.
きん,"алт, мөнгө",,Friday = きんようび。,2がつ26にち（金） February 26th (Friday),
ぎんこう,банк,,bank,あとで 銀行に いきます,I will go to the bank later.
きんようび,баасан гараг,,Friday,金よう日に あいましょう,Let's meet on Friday.
く,ес,,nine,いま 九じです,It's nine o'clock now.
くすり,эм,,medicine,しょくじの あとで くすりを のみます,Take medicine after meals.
くだもの,жимс,,fruit,よく くだものを たべます,I often eat fruits.
くち,ам,,mouth,かれは 口が おおきいです,He has a big mouth.
くつ,гутал,,shoes,くつの サイズは いくつですか,What is the size of your shoes?
くつした,оймс,,socks,しろい くつ下を かいました,I bought white socks.
くに,улс,,country,あした 国に かえります,"Tomorrow, I will return to my country."
くもり,үүлэрхэг,,cloudy weather,きょうは くもりです,It's cloudy today.
くらい,харанхуй,,dark [i-adj.],このへやは くらいです,This room is dark.
クラス,анги,,class,しゅうまつは ヨガの クラスに いきます,I go to yoga classes on weekends.
くるま,машин,,car,きょうは 車が おおいですね,There are many cars today.
くろ,хар өнгө,,black [noun],くろで かきます,Write in black.
くろい,хар өнгөтэй,,black [i-adj.],くろい バッグが 3つ あります,There are three black bags.
くろく,харлах,,black [adv.],くろく なりました, It turned black.
ケーキ,торт,,cake,このケーキを 4つ ください,Please give me four of these cakes.
けさ,өнөө өглөө,,this morning,今朝は ６じに おきました,I got up at 6 o'clock this morning.
けしゴム,баллур,,eraser,けしゴムを かしてください,Please lend me an eraser.
けします,арилгах,,"switch off, turn off, erase",でんきを けします,Turn off the light.
げつ,сар,,Monday = げつようび。,4がつ22にち（月） April 22nd (Monday),
けっこんします,гэрлэх,,get married,2がつ15にちに けっこんしました,I got married on February 15th.
げつようび,даваа гараг,,Monday,月よう日は いつも いそがしいです,I'm always busy on Mondays.
げんかん,"орох хаалга, урд хаалга",,"front door, front entrance",げんかんで くつを ぬぎます,Take off your shoes at the entrance.
げんき,"эрүүл, сайн",,fine [na-adj.],おげんきですか,How are you?
ご,ご,,five,ふじさんに五かい のぼりました,I climbed Mt. Fuji five times.
こうえん,цэцэрлэг,,park,うちの ちかくに こうえんが あります,There is a park near my house.
こうばん,цагдаагийн хэсэг,,police box,えきの まえに こうばんが あります,There is a police box in front of the station.
こえ,дуу хоолой,,voice,いい こえですね,You have a good voice.
コート,цув,,coat,さむいから、コートをきます,"It's cold, so I'll wear a coat."
コーヒー,кофе,,coffee,コーヒーを 2はい のみました,I drank two cups of coffee.
ここ,энд,,here,ここは あついです,It's hot here.
ごご,үдээс хойш,,"afternoon, p.m.",あしたの 午後は うちに います,I'll be at home tomorrow afternoon.
ここのか,"долооны өдөр, долоон өдөр",,"ninth day of the month, nine days",きょうは 九日です,Today is the 9th.
ここのつ,долоон ширхэг,,nine,ふくろの なかに りんごが 九つ あります,There are nine apples in the bag.
ごしゅじん,нөхөр,,(someone's) husband,ごしゅじんは いま どこに いますか,Where is your husband now?
ごぜん,үдээс өмнө,,a.m.,いま 午前 11じです,It's 11am now.
こたえ,хариулт,,answer,ここに こたえを かいてください,Please write your answer here.
こたえかた,хариулах арга/хэлбэр,,how to answer,こたえかたが わかりません,I don't know how to answer.
こたえます,хариулах,,answer,もんだいに こたえてください,Please answer the question.
こちら,энд,,"this side, this place, this one",こちらは どなたですか,Who is this?
コップ,аяга,,"glass, drinking cup",テーブルの うえに コップが たくさん あります,There are many cups on the table.
ことし,энэ жил,,this year,今年は くにに かえりません,I will not return to the country this year.
ことば,үг,,"word, language, phrase",たくさん ことばを おぼえました,I learned a lot of words.
こども,хүүхэд,,child,わたしは 子どもが 3にん います,I have 3 children.
この～,энэ～,,this ...,このカメラは とても かるいです,This camera is very light.
ごはん,"хоол, будаа",,"rice, meal",あさ 8じに ごはんを たべました,I ate at 8 am.
コピー,хуулбар,,copy,コピーをもらってもいいですか,May I get a copy?
コピーします,хуулбарлах,,make a copy,5ページから10ページまで コピーしてください,Please copy pages 5 to 10.
こまります,"яахаа мэдэхээ болих, асуудалд орох",,be in trouble,スマホを わすれましたから、こまりました,I was in trouble because I forgot my smartphone.
これ,энэ,,this (one),これを ２つと、それを ３つ ください,Please give me two of these and three of them.
こんげつ,энэ сар,,this month,今月は とても いそがしいです,This month is very busy.
こんしゅう,энэ долоо хоног,,this week,今週は あまり いそがしくないです,I'm not very busy this week.
こんな,ийм,,"this sort of, like this [na-adj.]",こんな りょうりが すきです,I like this kind of food.
こんばん,энэ орой,,tonight,こんばん 9じに うちに かえります, I'll be back home tonight at 9 o'clock.
さいご,"сүүлд, хамгийн сүүлд",,"end, last time",レッスンの さいごに しゅくだいを あげます,I will give you homework at the end of the lesson.
さかな,загас,,fish,にくより 魚のりょうりが すきです,I like fish dishes better than meat.
さき,сая,,"former, earlier",お先に どうぞ,After you.
さきます,"дэлгэрэх, цэцэглэх",,bloom,はるには いろいろなはながさきます,Various flowers bloom in spring.
さくぶん,"зохион бичлэг, эх бичих",,composition,さくぶんは いい れんしゅうです,Writing is a good practice.
さします,さします,,put up (umbrella),あめでしたが、かさをさしませんでした,"It was raining, but I didn't hold my umbrella."
サッカー,хөл бөмбөг,,"soccer, football",あしたは サッカーの しあいが あります,Tomorrow there is a soccer game.
ざっし,сэтгүүл,,magazine,このざっしの しゃしんは きれいです,The photos in this magazine are beautiful.
さとう,элсэн чихэр,,sugar,コーヒーに さとうを いれますか,Would you like to add sugar to your coffee?
さむい,хүйтэн,,cold (weather) [i-adj.],きょうは きのうより さむいです,It's colder today than yesterday.
さらいねん,2жилийн дараа,,the year after next,たぶん さらいねん にほに いきます,Maybe I will go to Japan the year after next.
さん,さん,,three,でんちを さんこ いれます,Insert three batteries.
さんぽ,алхалт,,walk,ちちと ははは さんぽが すきです,My father and mother like walking.
さんぽ(を)します,алхах,,take a walk,けさ ははと さんぽをしました,I took a walk with my mother this morning.
し,し,,four = よん。,"いち、に、さん、四、ご… one, two, three, four, five ...",
しお,давс,,salt,しおを すこし いれてください,Please add a little salt.
しかし,гэвч,,"but, however (formal, written language)",べんきょうしました。しかし、わすれました,I studied. But I forgot.
じかん,цаг,,time,あしたは 時間が あります,I have time tomorrow.
しごと,ажил,,work,どんな しごとを していますか,What kind of work do you do?
じしょ,толь бичиг,,dictionary,じしょで しらべました,I looked it up in the dictionary.
しずか,чимээгүй,,quiet [na-adj.],このカフェは しずかです,This cafe is quiet.
した,"доор, доошоо",,"under, below",テーブルの 下に コンセントが あります,There is an outlet under the table.
しつもん,асуулт,,question,しつもんが あります,I have a question.
じてんしゃ,дугуй,,bicycle,じてんしゃで がっこうに いきます,I go to school by bicycle.
じどうしゃ,авто машин,,car,じどうしゃが 5だい あります,There are 5 cars.
しにます,үхэх,,die,ペットが しにました,The pet has died.
じびき,толь бичиг,,dictionary = じしょ,じしょと じびきは おなじです,"Jisho and ""Jibiki"" are the same."
じぶん,өөрөө,,oneself,じぶんで つくりました,I made it myself.
します,хийх,,do,あしたは なにを しますか,What are you going to do tomorrow?
しまります,хаагдах,,close (intransitive verb),ドアが しまります,The door closes.
しめます,хаах,,close (transitive verb),わたしは ドアを しめます,I close the door.
しゃしん,зураг,,"photograph, photo, picture",いっしょに しゃしんを とりましょう,Let's take a picture together.
シャツ,цамц,,shirt,しろい シャツを かいました,I bought a white shirt.
シャワー,шүршүүр,,shower,まいあさ シャワーを あびます,I take a shower every morning.
しゅう,долоо хоног,,week,この週とこの週はとうきょうに います,This week and this week I'm in Tokyo.
じゅう,арав,,ten,おとこの ひとが 十にん います,There are ten men.
ジュース,жүүс,,juice,オレンジジュースをください,Please give me orange juice.
じゅぎょう,хичээл,,"class, lesson",きょうは にほんごの じゅぎょうが あります,I have a Japanese class today.
しゅくだい,даалгавар,,homework,しゅくだいが たくさん あります,I have a lot of homework.
じょうず,"сайн, чадварлаг",,"good, skillful [na-adj.]",かのじょは にほんごが じょうずです,She is good at Japanese.
じょうずに,чадварлагаар,,well [adv.],とても 上手に できましたね,You did it very well.
じょうぶ,"эрүүл, хүчтэй, бат бөх",,"healthy, strong, firm, durable [na-adj.]",このスーツケースはじょうぶです, This suitcase is durable.
しょうゆ,шар буурцгийн цуу,,soy sauce,しょうゆを すこし いれます,Add a little soy sauce.
しょくどう,хоолны өрөө,,dining room,10かいに しょくどうが あります,There is a dining room on the 10th floor.
しります,мэдэх,,know,"「はい、知っています」「いいえ、知りません」""Yes, I know"" ""No, I don't know""",
しろい,цагаан өнгө,,white [i-adj.],白い はなを かいました,I bought a white flower.
しんぶん,сонин,,newspaper,うちで 新聞を よみます,I read the newspaper at home.
すい,ус,,Wednesday = すいようび。,げつと水は やすみです, Monday and Wednesday are closed.
すいます,"амьсгалах, тамхилах",,"breath in, smoke",たばこを すいますか,Do you smoke?
すいようび,лхагва гараг,,Wednesday,水よう日は うちで しごとを します,I work at home on Wednesday.
スカート,юбка,,skirt,ときどき スカートを はきます,I wear a skirt sometimes.
すき,дуртай,,like [na-adj.],わたしは べんきょうが すきです,I like studying.
すくない,бага,,few,きょうは しゅくだいが すくないです,I have less homework today.
すぐに,шууд,,"soon, right away",すぐに おわります,It will end soon.
すこし,жоохон,,a little,少し じかんを ください,Please give me some time.
すし,суши,,sushi,きのう すしを たべました,I ate sushi yesterday.
すしや,сушины газар,,sushi restaurant,きのうは すしやに いきました,Yesterday I went to a sushi restaurant.
すずしい,сэрүүхэн,,cool (weather) [i-adj.],きょうは きのうより すずしいです,Today is cooler than yesterday.
ストーブ,"зуух, халаагуур",,"stove, heater",これは ふるい ストーブです,This is an old stove.
スプーン,халбага,,spoon,スプーンで カレーを たべます,Eat curry with a spoon.
スポーツ,спорт,,sports,なにか スポーツを していますか,Do you play any sports?
ズボン,өмд,,"trousers, pants",ズボンを はきます,I wear pants.
すみます,амьдрах,,"live, inhabit",めぐろに 住んでいます,I live in Meguro.
スリッパ,таавчиг,,slippers,ここで スリッパを はきます,I will put on my slippers here.
すわります,суух,,sit down,どうぞ ここに すわって ください,Please have a seat here.
せ,өндөр,,height,あのひとは とても せが たかいです,That person is very tall.
せいと,оюутан,,student,わたしは MLCの せいとです,I am a MLC student.
セーター,хоолойтой цамц,,sweater,このセーターは とても あたたかいです,This sweater is very warm.
せっけん,хатуу саван,,soap,せっけんで よく てを あらいましょう,Wash your hands thoroughly with soap.
せびろ,"хүрэм, хослол",,"jacket, suit",あのひとは いつも せびろを きています,That person is always in a suit.
せまい,"нарийн, давчуу",,"narrow, not spacious [i-adj.]",わたしの へやは せまいです,My room is small.
ゼロ,тэг /0/,,zero,これは カロリーゼロです,This is zero calories.
せん,мянга,,thousand,これは 千えんです,This is a thousand yen.
せんげつ,өнгөрсөн сар,,last month,先月 ハワイに いきました,I went to Hawaii last month.
せんしゅう,өнгөрсөн долоо хоног,,last week,先週の きんようびに びょういんに いきました,I went to the hospital last Friday.
せんせい,багш,,teacher,こちらは わたしの 先生です,This is my teacher.
せんたく,угаалга,,"washing, laundry",まいにち せんたくを します,I will do the laundry every day.
ぜんぶ,бүгд,,all,しゅくだいは ぜんぶ おわりました,I've done all my homework.
そうじ,цэвэрлэгээ,,cleaning,わたしは そうじが すきです,I like cleaning.
そうじします,цэвэрлэгээ хийх,,clean,これから このへやを そうじします,I'm going to clean this room.
そこ,тэнд,,there,かぎは そこに あります, The key is there.
そして,тэгээд,,"and, then",ともだちに あいました。そして、すしやにいきました,I met my friend. Then I went to a sushi restaurant.
そちら,тэнд /*хүндэтгэлийн хэлбэр/,,"there, your place",あした そちらに いきます,I will go there tomorrow.
そと,"гадна, гадаа",,outside,外は すごい あめです,It's raining a lot outside.
その～,тэр～,,that ...,そのひとは とても しんせつでした,The person was very kind.
そば,ойролцоо,,nearby,オフィスの そばの みせで かいました,I bought it at a store near my office.
そら,тэнгэр,,sky,きょうは 空が とても きれいですね,The sky is very beautiful today.
それ,тэр,,that (one),それは なんですか, What is it?
それから,"тэрнээс, тэгээд",,"and then, after that",これをください。それから、これもください," This one, please. Also, this one, please."
それでは,тэгвэл,,"then, well",それでは つぎの ページに いきましょう,Now let's go to the next page.
